channel,m1,m2,spin1,spin2,metallicity,redshift,mass_ratio,total_mass
field_binary,11.469905943393446,7.0875179174667196,0.2976925086600219,0.308325157260369,0.015631170466144647,0.24517603724033477,0.6179229326243133,18.557423860860165
pop3_remnant,60.868253937469206,78.00866919454683,0.7903779995278295,0.9680815207754982,5.516879678064617e-05,7.004294812463949,1.2815986026917447,138.87692313201603
field_binary,37.916050452352,5.501779944443159,0.2697456461876686,0.4849560230536352,0.0105825053575627,2.3837348361005706,0.145104246850739,43.41783039679516
field_binary,28.714752664479885,17.84973722899527,0.33183558268132407,0.4856975470208198,0.0118917015260898,2.058981590058292,0.6216225310230644,46.564489893475155
globular_cluster,41.52293152502081,23.17262854904712,0.583713587731364,0.18573307200518563,0.002710765922486004,3.5816713404790352,0.5580682215340167,64.69556007406793
globular_cluster,77.47604726340623,37.09930782224243,0.7250060762991187,0.787371958149273,0.0020329137324098016,5.9528138368714965,0.47884874271025585,114.57535508564865
pop3_remnant,53.98114394457538,43.07207018610757,0.5087491069936942,0.56340089956338,1.2613765801615207e-05,8.231528386799631,0.797909548384736,97.05321413068295
globular_cluster,47.51138053291344,24.993414181199427,0.01912896643728701,0.8740717733051852,0.002495587585190028,4.371937705419616,0.5260511039851867,72.50479471411288
field_binary,9.135768966757968,22.3487111116775,0.4814960019294973,0.11597354805798771,0.007791521267694159,2.467267121004835,2.4462868088058096,31.484480078435467
globular_cluster,23.761377297311952,17.332610960387807,0.04035082685969971,0.05276525785960262,0.0002653780506104962,2.260058642576775,0.7294447095181048,41.09398825769976
globular_cluster,42.06715926536917,57.6030178015528,0.9609201469288247,0.1682036557665182,0.0012642391593582255,0.283180210184274,1.369310854535718,99.67017706692198
field_binary,18.947665703908072,10.805317378670432,0.13351413508471066,0.4814634376187899,0.016829224470086095,2.825177134856775,0.5702716919077673,29.752983082578503
field_binary,7.694296844007755,23.142987709709,0.18984620408363345,0.4074125568732561,0.0147530163859723,2.950564418145666,3.0078106133548173,30.837284553716756
field_binary,27.74873757722178,14.946389976143541,0.3398236413465349,0.3811425673883079,0.0126254082037442,1.5187981784856084,0.5386331516721915,42.695127553365325
globular_cluster,23.485517124820987,19.765761198169095,0.5359350788521182,0.879330215678474,0.0010804447871621582,5.768499717852297,0.841614902201978,43.25127832299008
globular_cluster,44.30616167165398,32.12329694414525,0.2187156129979273,0.5466956820721302,0.0006130011573895535,3.0003495551465202,0.7250300123537211,76.42945861579923
field_binary,37.908058449873515,27.34731457627394,0.435921763872616,0.41993065143336017,0.01454266047062349,1.6019024176432914,0.7214116389641999,65.25537302614745
globular_cluster,37.056445575651004,28.05204893830966,0.2490087361090899,0.17252387694636206,0.0013847977483790964,2.43195216388172,0.7570086256935031,65.10849451396066
field_binary,39.66767997002356,8.833785077902006,0.03367530073438585,0.3462180756621848,0.016482693484866646,1.123658661060364,0.22269477530769638,48.50146504792557
pop3_remnant,74.08038160731732,41.74773695889614,0.7968423099543667,0.7818685507226997,2.1769979885723246e-05,11.36994347410209,0.5635464620065145,115.82811856621346
globular_cluster,20.595429267670138,32.95658929390956,0.8809730056396574,0.6774380712282945,0.0017409666249084154,2.0645497070966528,1.6001894821218154,53.5520185615797
globular_cluster,33.69412180962195,18.65171303413076,0.7592925069184736,0.6595059816513271,0.002949311689542512,5.063276467385574,0.5535598505732368,52.34583484375271
field_binary,21.03885116720308,11.212228495361643,0.16755942712957095,0.3902627576219309,0.017597034284534258,0.8851221229624687,0.5329296930832467,32.25107966256472
globular_cluster,36.28456282680286,22.07729436808719,0.8254156641239481,0.5322918759514544,0.0001744999701212837,4.4712884561450075,0.6084486803236065,58.36185719489005
globular_cluster,77.35512973731915,19.29296747909448,0.35427132721721566,0.8706690341255177,0.0005533192150556966,0.5817940257925485,0.2494077321647461,96.64809721641362
field_binary,32.02856692538301,5.303861867245408,0.18665465813987647,0.3474909430632713,0.010709349402148701,2.270254517065905,0.16559785143062508,37.33242879262842
field_binary,30.01085729450218,9.530826654141503,0.4778257491148767,0.46721801340275715,0.00504827395406418,2.1420979334005694,0.3175792867432513,39.54168394864368
globular_cluster,42.188795359230596,27.08401902304233,0.6775316138836847,0.6127958355365104,0.0010839852751977457,2.852854291396402,0.6419718504030845,69.27281438227293
pop3_remnant,53.67129434830667,80.4740640117115,0.721346850983718,0.7504383029447996,7.567892229023971e-05,14.41340072996496,1.499387428398221,134.14535836001818
field_binary,31.444289849006704,25.563431073079226,0.17090867584893799,0.4008640415348959,0.008240572737643994,2.718429764297299,0.8129753031737414,57.00772092208593
pop3_remnant,126.65959447120517,60.64861145387318,0.6102352404996849,0.7629732884507296,6.614662053236518e-05,18.34080147424475,0.4788315619284653,187.30820592507834
field_binary,27.484674737221045,24.8506297317574,0.3763583197788206,0.10602241995411332,0.018996699970153366,0.36167524921107075,0.9041631370701108,52.33530446897845
pop3_remnant,89.5053337856796,98.65283025094396,0.6218073959910971,0.7898857208812398,3.3410465208656327e-05,16.538179929563665,1.102200573735282,188.15816403662356
field_binary,11.062065446850532,23.690234504406277,0.3390080762795318,0.2836561098144518,0.016773454656672012,0.24054004224571035,2.141574249242134,34.75229995125681
field_binary,7.469906159015045,8.481801816584682,0.30930568910759215,0.11403988597446624,0.019975212670894246,2.1719191663982813,1.135462967810972,15.951707975599726
field_binary,17.822664515279207,17.360507617564537,0.19908434679547166,0.47180796008379944,0.0193643792675807,0.1567736378580713,0.9740691467699194,35.183172132843744
field_binary,36.826214072757374,14.266053676672273,0.4805351587347276,0.42239161405844383,0.014353785320041397,0.3443066156076524,0.38738855013678297,51.092267749429645
field_binary,17.95555450894055,13.187433804447867,0.31294568821850455,0.22187510965228557,0.014194093737417882,2.9863125485739297,0.7344487076621048,31.142988313388418
globular_cluster,52.66893996801578,48.20628270093114,0.3553197484738877,0.1602256009765063,0.002716969500720957,2.092991444751781,0.91526965855408,100.87522266894692
pop3_remnant,87.69861672868416,48.34504698815057,0.8663063496201994,0.8723753658149611,5.631643884539549e-05,16.339546552662707,0.5512635066721416,136.04366371683471
field_binary,36.68727246846223,26.919140919043738,0.2537338668804181,0.04776765691733409,0.010433531624784324,1.6759271893512762,0.7337460407334574,63.60641338750597
field_binary,23.752113942616546,5.363616641697048,0.19464780702098827,0.3157801100462603,0.012323617055326672,2.52434265925428,0.2258163906865373,29.115730584313596
pop3_remnant,113.07704201726207,102.07018035757544,0.5421065055885492,0.9667065635117273,4.151071768549326e-05,18.71317161883796,0.9026605094780746,215.1472223748375
field_binary,5.503772102041456,21.629930517405004,0.04052310795382397,0.3580753371115968,0.013409901416242563,1.8113863588481633,3.9300192879320064,27.13370261944646
pop3_remnant,123.12505893473751,85.6959347170331,0.9996751502361001,0.5678133080036567,1.9106213934635818e-05,8.203202166898745,0.6960072584611412,208.8209936517706
pop3_remnant,52.10091569863607,105.7471458202322,0.9025596043773325,0.9677615113794287,6.361056346436186e-05,11.296866143557057,2.0296600242479137,157.8480615188683
pop3_remnant,97.34356593750215,117.33873820280864,0.5500774987533834,0.7012631777450711,5.963935996924616e-05,8.61481539523581,1.205408257574456,214.6823041403108
field_binary,5.814517750753906,23.056314209826656,0.053490319413479204,0.320985750221633,0.011444852191084025,2.36695547976238,3.9653011991987115,28.87083196058056
field_binary,14.479128794172597,22.037568055598232,0.07694795316992753,0.38244163077106413,0.00723332075498667,1.0356694284050763,1.5220230698181008,36.51669684977083
field_binary,13.471934502902515,15.087071655309925,0.19156926412474873,0.4367116190408303,0.017023056678244844,0.7196223382678342,1.1198890294530033,28.55900615821244
field_binary,24.205682627830516,5.982803496027474,0.11060472090980111,0.10292060501838413,0.01490454079552007,2.261885710790352,0.24716524578194451,30.18848612385799
field_binary,30.536216241832243,6.136159508536447,0.32637305392593735,0.04393324957241668,0.018841357857700913,0.31642109986989175,0.2009469496790629,36.67237575036869
field_binary,6.427129954416737,27.60396736234371,0.2832023201484486,0.08984155443512098,0.010638324277186539,2.028532686226302,4.294913524095496,34.031097316760444
pop3_remnant,56.84407092426261,97.44113425016012,0.7514377600327924,0.845963681633296,7.48999017404957e-05,18.9991085272129,1.7141828983358327,154.28520517442274
field_binary,32.12964881763901,18.960106243395124,0.3749802351995889,0.24076117575627504,0.009546925339179928,1.454088861390141,0.590112464378575,51.08975506103413
globular_cluster,52.48445644085511,49.245356557292645,0.6163004859257241,0.2914609134937939,0.002012326590037793,5.955087720971828,0.9382845874147021,101.72981299814776
globular_cluster,23.960590648414495,56.981618815635244,0.24150062799283345,0.8845868882296137,0.0023614805636291976,4.79193468213982,2.378139155739293,80.94220946404974
globular_cluster,37.147013331552216,29.948596490202206,0.06697361202527152,0.8268585609727531,0.002229038651220774,1.5669745950651615,0.8062181533384337,67.09560982175442
globular_cluster,74.00499098098885,53.161894032066776,0.8908555349831467,0.2632473465180112,0.0024906162970231133,2.358882776964091,0.7183555234230559,127.16688501305563
field_binary,16.312102620726435,28.619143247060702,0.13615366325968448,0.32516284317346844,0.018299063228607002,2.6707741590534066,1.7544729770579504,44.93124586778714
pop3_remnant,120.08084180017403,82.0254611560577,0.771007649239863,0.7068327617916035,3.0350390914795223e-05,12.809670497506495,0.68308532757087,202.10630295623173
field_binary,25.92649925838798,7.779937057653783,0.10256982024100358,0.3427826436144857,0.006314641201457578,2.549926114441986,0.3000766505388014,33.70643631604177
field_binary,17.546300499049543,29.232563390477473,0.013547996251741745,0.07124777145075661,0.00760286772479763,2.9549689684226252,1.6660243218826074,46.77886388952702
globular_cluster,56.17657258876769,36.640056597135406,0.5192245707802051,0.7502657639388423,0.0020466853931644844,4.065274831102655,0.6522301897154448,92.8166291859031
field_binary,14.027956970030447,20.835021357918144,0.3640943781018017,0.3283683322706461,0.01489030883308674,1.959488371593849,1.4852498765451319,34.86297832794859
field_binary,8.097237571817182,5.283841119185476,0.01827483392404744,0.10026236335016836,0.013307033610685644,1.3868866830018216,0.6525486096117687,13.381078691002658
pop3_remnant,134.84717744062647,47.30605874668456,0.916195520850954,0.5542001863583114,9.673281113534698e-05,15.422114328041477,0.3508123762361547,182.15323618731102
pop3_remnant,148.12575773912766,70.88407485214687,0.8708420644959116,0.7567589333708851,8.410961706161015e-05,9.174620643607224,0.47853982949396734,219.00983259127452
pop3_remnant,96.85569945911347,62.33043766194157,0.885918017615055,0.7349021607243408,2.8518659601004784e-05,15.790380896174252,0.6435391826193322,159.18613712105503
field_binary,27.737151466652513,25.155031994826533,0.4577441487940209,0.22609951414171764,0.014369953532813957,2.6182615186983837,0.9069075469076059,52.89218346147905
pop3_remnant,67.90949393281815,97.3809500692605,0.7981732487483879,0.8501739444332848,5.952768411040546e-05,18.732211296512837,1.4339813835985589,165.29044400207866
field_binary,33.28421328475459,26.65159723751021,0.2047058260956202,0.40864888498124685,0.011897006356539803,2.681969130023611,0.8007278708827897,59.9358105222648
globular_cluster,44.42638934753766,31.61763465969935,0.31382680822441555,0.40240625929931173,0.002213923680304956,4.013259186244112,0.711685894893724,76.044024007237
pop3_remnant,105.97446613336749,79.2815810135128,0.9643817106027461,0.6866765805159158,5.016991660064249e-05,10.989666301895305,0.7481196547264316,185.2560471468803
pop3_remnant,98.50179875240413,44.872443458814615,0.8140152322847685,0.5328130440889087,2.4634824724230187e-05,14.724413943450621,0.4555494826201782,143.37424221121876
field_binary,27.581047664330747,26.55909271866863,0.015591567530642336,0.12361553720158852,0.016803550793829426,0.6815386710705447,0.9629472035254207,54.14014038299938
pop3_remnant,145.31201143941377,117.9923418248188,0.8542917728839126,0.5951908931485174,4.850729091426954e-05,19.434290066529275,0.8119930393642262,263.30435326423253
globular_cluster,26.113543283960812,30.032248455094614,0.5661806912250709,0.5776317543444226,0.002478195755961383,1.9016557306036883,1.1500640923570378,56.145791739055426
globular_cluster,50.62594934025393,58.50804749096784,0.008363681876857099,0.6226895409497974,0.0003606428700348659,3.7540914735681157,1.1556928463254843,109.13399683122176
globular_cluster,72.81888572893561,27.7115434789662,0.5078050639587791,0.5012756446257294,0.0007099238132288017,3.1176700548180447,0.3805543466034475,100.53042920790182
field_binary,21.295930634636104,19.290317236747498,0.30670569460535385,0.1980863458046277,0.005139974297406399,2.9145980727031517,0.9058217538224586,40.586247871383605
field_binary,29.38580078774527,18.568111083689907,0.17093608301934304,0.19545299795275733,0.017039649646935655,2.5726870129838515,0.631873577916357,47.95391187143518
pop3_remnant,134.75476330547363,75.47512822688353,0.99069166712064,0.6686062452031429,5.368591465026184e-05,6.003374065591884,0.5600924700211899,210.22989153235716
globular_cluster,58.68995624133883,46.79834414454193,0.01914486799683668,0.3952593154311578,0.001981419619862219,2.17789704242323,0.7973825019071844,105.48830038588076
globular_cluster,64.2721711136918,46.919437281267435,0.8904095172193285,0.2466586158054065,0.0018210380098436993,3.330802720519131,0.7300117059725755,111.19160839495923
pop3_remnant,104.66772648973117,111.51468085359924,0.9534927592191218,0.9718831911060072,6.831755632398181e-05,12.762927432706238,1.0654160990545622,216.1824073433304
field_binary,33.79101962308804,17.690259467111375,0.30386839743942956,0.11363481363157574,0.017001064530487393,0.6209777353152803,0.5235195523672311,51.481279090199415
field_binary,8.851817358468686,26.052973078392718,0.3999276279736576,0.10960699367902216,0.0065156871651597,1.2532829378252992,2.943234369094544,34.904790436861404
globular_cluster,50.185037046790185,46.719195451952174,0.031149092793391064,0.010811083635196339,0.0020783558988397865,4.691345477981338,0.9309387459133163,96.90423249874236
field_binary,38.68565532297389,28.85127568146806,0.137027610343603,0.12884144425560684,0.017413068433503116,2.457190541584968,0.7457874356941401,67.53693100444195
globular_cluster,67.1113725889045,42.75526235336435,0.12967897822423535,0.5464585417281244,0.000258239684019827,0.714844031976289,0.6370792416251827,109.86663494226886
field_binary,26.815434438964527,22.39371722461543,0.3359463717993642,0.351232485272052,0.01963415301289872,0.19561377378147615,0.835105516399016,49.20915166357996
pop3_remnant,96.90407475181539,78.81843646122849,0.747185405522879,0.9827589591173832,4.82493060527663e-05,8.88242235073239,0.8133655541636747,175.72251121304387
globular_cluster,24.536302437005048,18.080642370011013,0.06256484221945158,0.41814478816279965,0.0007273650551293984,3.7279837449342437,0.736893524052028,42.61694480701606
pop3_remnant,107.76130806371336,44.09324051563807,0.7714702222446639,0.7213274241302166,7.453977391415395e-05,8.819587439114423,0.4091750676371537,151.85454857935144
pop3_remnant,124.15661084668295,110.99396282962883,0.8282813511998262,0.597990092350881,8.545154359107495e-05,17.920848543051655,0.8939835106057441,235.15057367631178
pop3_remnant,70.90973645896142,95.73511902985575,0.9538806218250893,0.6783852451746256,9.750871697076813e-05,18.03646927959094,1.3500983618132874,166.64485548881717
pop3_remnant,140.95484730121382,66.7902632109588,0.8143670075299965,0.7052493568486897,6.693154163635016e-05,10.441628440996146,0.47384154918937393,207.74511051217263
field_binary,5.63776389780424,26.161307293362956,0.49059308901371174,0.08400710387243171,0.017475455655136602,2.5368130889697205,4.640369438591086,31.799071191167197
pop3_remnant,119.00468884094497,97.63653931702049,0.8229639465115197,0.5105749116747081,7.146960890066222e-05,13.139791110388959,0.8204427932038547,216.64122815796546
field_binary,28.52474415920575,8.350380711266018,0.25945885264141877,0.45035093200562926,0.0193936496648155,0.4259159692829817,0.2927416514118361,36.875124870471765
pop3_remnant,107.356328002671,85.5365170503542,0.8314298938173328,0.8214032955430868,3.0166224163114888e-05,9.369976199289095,0.7967533786012695,192.8928450530252
globular_cluster,73.51232868864409,34.474509581966814,0.6237430848640091,0.36255979655909454,0.0018795499186692133,4.587905702309241,0.468962284244606,107.9868382706109
pop3_remnant,146.9818864633785,107.32976060342193,0.705471276175055,0.8253621921669001,5.8736986857557696e-05,12.280856282648278,0.7302244051015351,254.31164706680042
field_binary,5.54098157851036,7.99405329548128,0.44298887411809357,0.4340711271887527,0.019146137566170614,2.567088281512618,1.4427142884727664,13.535034873991641
field_binary,13.317314039733988,23.878431391840476,0.0831416843780397,0.1384138986175258,0.006646042980162553,1.351052936716238,1.7930365928591891,37.195745431574466
globular_cluster,66.8793113448383,31.58020139624605,0.15492531114344266,0.016592480632597884,0.0011239983779213296,0.32298314945075446,0.47219686867609156,98.45951274108435
field_binary,36.51463200071657,9.54700210997862,0.13607256861498135,0.08487895254377037,0.012683328812190118,2.012196935717502,0.2614568896597745,46.06163411069519
globular_cluster,20.8589166600236,39.50236315967393,0.19497519990028922,0.5015179603501664,0.0019377636393200343,1.8384926961062182,1.893787860775184,60.36127981969753
pop3_remnant,80.76790894779485,111.46435950304982,0.6261613721318726,0.9529558356173238,9.969234734518496e-07,15.007176150976647,1.3800575123852212,192.23226845084469
pop3_remnant,84.00043860598922,59.8105314457151,0.9079778947076034,0.8251275355468308,8.071070203195128e-05,16.7347569887367,0.7120264184126608,143.81097005170432
pop3_remnant,51.20030272726825,68.77404489784541,0.7942156202267261,0.8191122075203057,1.3031798809129093e-05,8.560920963469187,1.3432351223426993,119.97434762511367
globular_cluster,21.652203192167928,22.321488471385464,0.6939495905101568,0.797732263348214,0.0006609624945737995,3.850917100808612,1.0309107241086501,43.973691663553396
pop3_remnant,117.66172335525064,74.15157822586421,0.7834292166470473,0.7786259166592053,9.38719301977863e-05,14.295954558707574,0.6302098601937162,191.81330158111484
field_binary,26.410226118202328,24.881682796497255,0.20422660653534935,0.1536449824631433,0.012214593348291856,0.0046953155744187125,0.9421230505614044,51.29190891469958
field_binary,5.2433245685916745,6.409387416273178,0.31673910991307364,0.32935388775043806,0.01720955404259028,2.645783274913932,1.2223899803316394,11.652711984864853
globular_cluster,77.8099544532553,23.4843272587163,0.6590454101322324,0.7314964640431391,0.0012493066139448398,2.643989300545761,0.30181648895353896,101.29428171197159
globular_cluster,57.96271272491605,23.954646253174655,0.5809503798881793,0.3809912736683999,0.002135040994244046,0.7197176503858189,0.41327683138055454,81.9173589780907
field_binary,22.896983960132822,15.259920674741538,0.4938611948680158,0.16351658078161935,0.015992023171493758,2.8515931577586104,0.6664598578271886,38.15690463487436
pop3_remnant,139.92489182892024,43.94471896878598,0.5035459063871854,0.9900027315984085,7.4074907210447745e-06,9.066828422838366,0.31405933850937096,183.86961079770623
field_binary,32.831516816904625,11.366016369094096,0.3480103090268961,0.3039525463967223,0.009903974245071187,0.3415151804298042,0.3461922405985777,44.19753318599872
field_binary,22.238119283660236,18.30283713163289,0.060283442888639405,0.33343212877305217,0.016221097691442983,2.5567916231735444,0.8230388954285874,40.540956415293124
pop3_remnant,102.86566039892756,89.61878791688963,0.8680177002130327,0.8987102769708322,8.962567164715789e-05,6.284775146350487,0.8712216260444479,192.4844483158172
globular_cluster,46.02904517459177,45.844974744985564,0.76230262450096,0.8057145256682179,0.0027040123509868372,0.8801706840910892,0.996000993961356,91.87401991957734
globular_cluster,58.64895328855496,33.162045106271606,0.9956311094988834,0.4077481050027323,0.0014171326219364479,0.7901214206172422,0.5654328550948412,91.81099839482656
globular_cluster,27.489248838010898,41.60086364663324,0.33362839583686565,0.8014457762229537,0.002328885859648286,3.5626837916607133,1.5133503244042608,69.09011248464414
globular_cluster,77.84173082993082,57.59054309176825,0.009978776658449373,0.04961437333883745,0.002061802873609753,5.949196654964319,0.7398415024659778,135.43227392169908
pop3_remnant,75.70626921892088,86.28334545628252,0.8217144747586653,0.8933615073667704,9.985608065856286e-05,6.553805091876584,1.1397120257871347,161.9896146752034
pop3_remnant,76.2408376489302,111.12004886517327,0.6677034067481735,0.5416288290253161,3.5552979715200766e-05,6.611253001982119,1.457487250820263,187.36088651410347
globular_cluster,25.357371471534375,57.50018622124365,0.5633953507126401,0.4666931208844084,0.0011579851636026163,1.9897010946470037,2.2675925336264484,82.85755769277803
field_binary,16.928123908855625,5.452754595521013,0.022871016906256425,0.3621694085643706,0.016270626290435686,2.670291105551425,0.3221121622738423,22.38087850437664
globular_cluster,77.96285030772063,34.440851741752766,0.228875462483499,0.9325548784193121,0.00026495605355517505,1.972935707091656,0.4417597818167777,112.4037020494734
globular_cluster,34.51359764677335,19.742694814851234,0.667212337194181,0.0402580030092321,0.0013813177439256684,0.5842013627473266,0.5720265681053092,54.25629246162458
globular_cluster,37.67716378077159,18.53051173427058,0.1698810060507353,0.44671452725852034,0.0020193202968305946,1.4811421655743975,0.4918234249820991,56.20767551504217
globular_cluster,78.45166662898143,15.618549930510536,0.38559759251333336,0.345806098410425,0.00021682800445619558,5.974406712307938,0.1990849984663139,94.07021655949197
globular_cluster,28.196054219070355,15.679980789651376,0.4551719917336564,0.4131725172077195,0.0019798770595427537,0.6324082643787736,0.5561054985859066,43.87603500872173
globular_cluster,49.80172536907679,28.940453664409468,0.844871347755229,0.10326500887504841,0.000925170018463108,1.3933481454080587,0.5811134744817368,78.74217903348625
globular_cluster,72.62543486109134,53.47635907289708,0.1834421964034345,0.1254862967991507,0.0007766651856830473,2.8304390251106346,0.7363309999476056,126.10179393398842
pop3_remnant,107.09070537521447,58.62868455008754,0.5646903084833504,0.7426333711713108,3.789559098125076e-05,19.426338463621523,0.5474675355313965,165.719389925302
field_binary,34.25930421792721,13.721706663574883,0.2964699674208516,0.09788899284177305,0.011729159464318139,2.978450516997211,0.40052496618990263,47.981010881502094
globular_cluster,34.79621809868148,57.81708195795542,0.967761465269562,0.6880455570741288,0.000349783203284673,4.453753388921683,1.6615909750303084,92.6133000566369
field_binary,10.628281799612452,22.25987071573413,0.24471248182157024,0.4341356402566293,0.00647593474570096,2.7323104849317454,2.0943997473369413,32.88815251534658
pop3_remnant,94.48524328275408,64.25758270754004,0.768637836834019,0.5387418132777413,9.098181280775997e-07,7.802562123152777,0.6800806186765532,158.74282599029414
globular_cluster,37.30432626912474,27.999822250912455,0.05773215922511721,0.3512193873487809,0.002978487206914514,5.534605701936747,0.7505784194817843,65.3041485200372
field_binary,19.686002184972647,10.040683001193614,0.186344258506157,0.4015129489163317,0.01463488288857841,1.909204110550221,0.5100417498103395,29.72668518616626
field_binary,26.52525293447094,13.902418147446156,0.4368385570931694,0.19693220282707924,0.016646711697495868,2.321638967190469,0.52412009724436,40.4276710819171
pop3_remnant,95.56495494398774,104.63658624872151,0.9922879481880565,0.8617672866655444,8.933990229186684e-06,17.26124179792781,1.0949263389497834,200.20154119270927
field_binary,23.070512190541837,13.058846124368074,0.19812100945132938,0.29008618461366614,0.019371102201790703,0.2612783003873145,0.566040581002869,36.12935831490991
pop3_remnant,97.47690060436513,102.21823280542344,0.8661096031561111,0.9907107124610126,3.320007021176792e-05,6.480170618246364,1.0486405719884573,199.69513340978858
pop3_remnant,72.6978539471521,52.361666399241514,0.5488050190544957,0.65003354145272,8.352440601588657e-05,15.088155507632218,0.7202642658104594,125.05952034639361
pop3_remnant,143.016520286255,75.57702214866686,0.5869818529516693,0.5529025124282572,8.183606413952168e-05,14.453243103812547,0.5284495944761872,218.59354243492186
field_binary,33.327640441747974,9.33433988236887,0.14815406022799504,0.2835081304933339,0.017266779947854177,0.312674408425043,0.28007803008688786,42.66198032411684
field_binary,6.0675087478667304,13.091980910106091,0.4713658870675628,0.11877206543716373,0.006487671493808239,1.8323402132273048,2.1577193299818624,19.15948965797282
pop3_remnant,51.322881290529395,66.09764055847452,0.9106297101864227,0.989473677927331,8.565719886833358e-05,6.179503093148481,1.2878786010533574,117.42052184900392
field_binary,23.29564902836979,19.5914027962718,0.14657386513050663,0.08374129112953488,0.005387178604242305,1.7327800976434724,0.8409897819293679,42.88705182464159
pop3_remnant,118.3870124909032,44.01402802559792,0.9558925561908858,0.6029940920942366,3.8360904035515846e-05,11.015066577403019,0.37178088288172606,162.40104051650113
pop3_remnant,138.8191349661304,58.266500189488866,0.7752853172706822,0.7731238000654255,7.61934375743097e-05,18.033041658748573,0.41972960142494,197.0856351556193
field_binary,10.968344329055203,24.037765792936806,0.2262197580663467,0.11497730294554309,0.010213572863584732,1.6959907637148297,2.191558276417402,35.00611012199201
globular_cluster,57.855307413749806,28.547073502544087,0.05697872699736828,0.028652427577654516,0.0023147075811159297,4.52741616723442,0.49342186185946413,86.4023809162939
pop3_remnant,117.37562297840898,83.05760814947803,0.8903496520858143,0.531453738009012,8.495578607209509e-07,6.099351454928421,0.7076222987524106,200.433231127887
field_binary,13.758501435760836,23.271686880091107,0.06475746064140209,0.4635172723981533,0.011189327612729356,1.2330632257966374,1.6914405241550348,37.030188315851944
field_binary,26.80116665366501,8.859067881855058,0.38979223678337666,0.1898928900896149,0.01033076853028609,0.32407726239207413,0.33054784503732026,35.66023453552007
field_binary,32.295644105016834,6.021715406661972,0.22300288647897787,0.3533886084427229,0.005181627128523312,1.141201646911229,0.18645596251559365,38.3173595116788
globular_cluster,67.67093266944492,23.78582713304214,0.7962414505413685,0.1198910934727121,0.0015919378504456933,4.320944765585642,0.35149252706815465,91.45675980248706
field_binary,37.78554960578571,17.302907326988453,0.24818312360061817,0.17961668469988284,0.008820059330690768,2.082451720529493,0.45792392879046645,55.088456932774164
pop3_remnant,101.47421937567799,50.673306841856565,0.6654573828900976,0.8585907235233788,2.236025483236711e-05,12.452162293775128,0.49937124082969075,152.14752621753456
field_binary,36.05244599017143,28.760287101913967,0.04972069637967258,0.016601554395683282,0.01409379406626466,2.4663094818006766,0.7977346976611396,64.8127330920854
globular_cluster,31.815542267205704,30.92051214313962,0.7624469586748684,0.45005863942622526,0.00024121506035979634,5.431793994063093,0.971868148072125,62.736054410345325
globular_cluster,43.88031757727017,47.97300636537743,0.1674910890941077,0.9903323037936483,0.002448057605171079,1.317809571567414,1.0932693520483374,91.85332394264759
pop3_remnant,119.12466637859893,86.66457985473636,0.7190220379526919,0.9373830312769967,9.47565126324043e-05,8.761397326338235,0.7275116270151912,205.7892462333353
field_binary,5.177155434617654,17.58543177137142,0.12483400442959297,0.2926771821983761,0.007611640030011265,0.8766546913856933,3.396736295337857,22.762587205989075
pop3_remnant,142.2603757093958,107.50502909266449,0.8150093403094136,0.9469865287312523,4.498039907044287e-05,15.290746090742195,0.7556920088013247,249.7654048020603
